date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
13/07/2017,4177025007,1676252505,245738,39515734045,2402.7,835769984,1962.5,210.7901812,680465,7.09E+11,378744,218.501538,0.00054477,134287669,157
14/07/2017,4126805481,1610573691,227764,38827279394,2360.59,882502976,1737.5,215.3776442,640696,7.62E+11,379264,250.108854,0.00060198,125129048,139
15/07/2017,3205457533,1378816932,221724,36684887479,2230.12,993608000,1587.5,378.3575685,634632,8.05E+11,354654,213.2561393,0.00054355,123823396,127
16/07/2017,2825878853,1112913501,203002,32771580869,1991.98,1182870016,2037.5,166.9285231,609552,8.05E+11,318064,198.3647747,0.00049322,136963964,163
17/07/2017,3981345943,1343003616,230167,31798579624,1932.62,1201760000,1850,198.0365754,692430,8.05E+11,372079,197.4226796,0.00049353,139902587,148
18/07/2017,4271539663,1724715859,260410,36754023388,2233.52,1512450048,2062.5,224.5184697,811433,8.05E+11,442365,221.4244722,0.0004866,158305599,165
19/07/2017,4229153828,1757255045,253619,38232147177,2323.08,1245100032,1862.5,201.6022386,717067,8.05E+11,403669,218.6918474,0.00049462,139955711,149
20/07/2017,4346584282,1705105815,230037,37361367950,2269.89,2249260032,2025,229.2721954,658031,8.05E+11,364214,286.2956872,0.00049544,150571893,162
21/07/2017,4618891436,2055660038,268289,46724449316,2838.41,1489449984,1925,249.7396976,749779,8.05E+11,445100,262.5209929,0.00049581,150383582,154
22/07/2017,3593020683,1411094321,223198,43934923289,2668.63,1177129984,2000,171.0369199,645094,8.05E+11,348677,213.8266474,0.0004746,148120669,160
23/07/2017,3305952386,1324371860,180859,46237155260,2808.1,1072840000,2150,125.3769382,533040,8.05E+11,286274,200.8440733,0.00040845,117536497,172
24/07/2017,4967853058,1763272831,239894,45001726487,2732.7,866473984,2225,166.9635298,674883,8.05E+11,382365,223.659881,0.0004,159207492,178
25/07/2017,18620423058,2387591569,243888,45415128813,2757.5,1460089984,1850,168.4929329,697756,8.05E+11,415219,243.3619492,0.00043166,138269640,148
26/07/2017,8180309758,2047020718,237706,42459833933,2577.77,937404032,1837.5,167.53482,664407,8.05E+11,369671,230.0022242,0.00040873,142198807,147
27/07/2017,4551584454,2068878349,225215,41821406182,2538.71,789104000,1925,166.2705696,681607,8.36E+11,360430,227.4434097,0.00037337,142235422,154
28/07/2017,9231545951,2813093408,247057,44149387826,2679.73,1380099968,1875,188.4313233,681262,8.60E+11,395665,331.4262195,0.00037418,137529511,150
29/07/2017,10160734333,1955050150,210977,46252110646,2807.02,803745984,1962.5,156.4666532,641806,8.60E+11,328826,244.8422914,0.00034126,136935895,157
30/07/2017,22268691502,2829146460,183998,44895563359,2724.39,705942976,1837.5,138.1168221,568497,8.60E+11,280981,381.4146,0.00036835,119119592,147
31/07/2017,6594613177,3063951535,230867,45540820278,2763.24,860574976,1812.5,194.8688662,706629,8.60E+11,347617,414.385197,0.00049588,134374692,145
01/08/2017,6689047245,3126767550,131726,47327135423,2871.3,1324669952,1862.5,75.94662047,477477,8.60E+11,216728,180.8805871,0.0002548,108068453,149
02/08/2017,5926737885,3673203524,209169,44955988090,2727.13,1094950016,1900,130.5148568,591933,8.60E+11,336748,219.6323871,0.00028304,133468687,152
03/08/2017,3729394908,2626475411,212879,44670957723,2709.56,804796992,1725,124.1059542,596154,8.60E+11,347420,231.8204972,0.00030345,119901950,138
04/08/2017,4056042202,2496947085,235613,46282626691,2806.93,1002120000,2237.5,113.4712362,665795,8.60E+11,378568,256.0200011,0.00027598,165422429,179
05/08/2017,4075922195,2037072949,239594,47784561339,2897.63,1945699968,2212.5,113.566787,658939,8.60E+11,362951,271.6122457,0.00027346,155977992,177
06/08/2017,3690410805,2083213522,199487,53726660658,3257.61,1105030016,1750,87.90639938,538559,8.60E+11,319836,233.0975995,0.00027104,110100761,140
07/08/2017,5020630427,2943392687,248849,52993440669,3212.78,1482279936,1912.5,121.8264918,683046,8.60E+11,393989,288.2313128,0.00027821,144385767,153
08/08/2017,7057922000,3432314886,275410,55597127439,3370.22,1752760064,2050,159.0631105,789754,8.60E+11,455756,299.555972,0.00030589,160596624,164
09/08/2017,6123180314,2854321489,260817,56430911874,3420.4,1468960000,1725,157.9519131,706721,8.88E+11,427535,280.5808846,0.00030736,131674897,138
10/08/2017,7427823198,3102898975,257831,55140360000,3341.84,1515110016,1675,193.1860029,733461,9.23E+11,439803,332.4210457,0.0003885,131491740,134
11/08/2017,9212240374,3091386220,283857,55674143361,3373.82,2021190016,1800,234.9447023,737678,9.23E+11,463875,343.9916508,0.00044878,139272610,144
12/08/2017,6577950602,3031392863,260386,60248033481,3650.63,2219589888,1687.5,210.7524022,693260,9.23E+11,397866,284.0851634,0.00047121,132288529,135
13/08/2017,7438423565,3156309757,263162,64041367774,3880.04,3159089920,1850,189.7110465,705051,9.23E+11,435280,286.9405593,0.000452,145531383,148
14/08/2017,9178407107,3854157006,255232,67118909396,4066.1,2463089920,1625,249.1882738,689236,9.23E+11,413101,412.7243979,0.00056778,124184159,130
15/08/2017,8550156958,4119020825,310850,71433628862,4326.99,3258050048,1900,350.4503826,822011,9.23E+11,533483,367.1096202,0.00065544,148210625,152
16/08/2017,9812944256,4475495041,274736,69349553957,4200.34,2272039936,1625,347.5250086,688857,9.23E+11,430303,378.7698598,0.00072317,125674602,130
17/08/2017,10098981727,4312087524,347140,72398995001,4384.44,2553359872,2237.5,365.3163491,860903,9.23E+11,492028,251.0029641,0.00065826,175184007,179
18/08/2017,9353045628,4083503291,312101,71414637256,4324.34,2941710080,1862.5,337.9619231,728856,9.23E+11,438858,231.4033902,0.0007,143038117,149
19/08/2017,8147578289,3569915136,266681,68341044432,4137.75,2975820032,1887.5,265.9117987,713770,9.23E+11,461449,253.01733,0.00063054,145934729,151
20/08/2017,6532023130,3317834334,210722,69199546244,4189.31,2109769984,1625,208.9819963,617442,9.23E+11,344545,310.8254365,0.00063926,124988370,130
21/08/2017,8441196697,3465751983,236657,67572937970,4090.48,2800890112,1437.5,297.9649648,633972,9.23E+11,387847,447.0250389,0.00072442,112296005,115
22/08/2017,6053667061,3361893641,196194,66055288949,3998.35,3764239872,1112.5,334.1847451,529977,9.23E+11,345904,544.8998161,0.00096492,88837596,89
23/08/2017,8413233818,3428069294,315575,67561125694,4089.01,2369819904,1987.499999,541.9706815,843676,9.23E+11,524321,348.439835,0.001,156855196,159
24/08/2017,5684214367,2989440215,203704,68369338291,4137.6,2037750016,1262.5,385.9992342,548838,8.92E+11,310117,560.4815717,0.00114459,94819766,101
25/08/2017,4751050826,2300306315,208068,71600660737,4332.82,1727970048,1262.5,425.8158792,578206,8.88E+11,351213,410.1048359,0.00115604,93804658,101
26/08/2017,5259878902,2134860860,226380,72254792753,4372.06,1511609984,1312.5,425.3131221,618641,8.88E+11,392803,368.3648986,0.001128,104812906,105
27/08/2017,4650175825,2186424212,261736,71817550840,4345.1,1537459968,1937.5,358.8427277,749676,8.88E+11,401450,200.3308355,0.0008613,153574312,155
28/08/2017,6517025771,3307893946,223642,72475177723,4384.45,1959330048,1612.5,378.1784668,654533,8.88E+11,387919,434.8801791,0.0010034,126587730,129
29/08/2017,7018030613,3637984752,280967,72561871069,4389.21,2486080000,1862.5,461.7601417,795732,8.88E+11,443794,405.7262826,0.00101634,148728390,149
30/08/2017,5835254306,2970788351,271298,75566387085,4570.36,1937849984,2100,388.4975306,799696,8.88E+11,420710,373.7183372,0.00090508,165206515,168
31/08/2017,6226919988,3604050363,280561,75331350130,4555.59,1944930048,2037.5,413.2148969,797085,8.88E+11,437645,428.9953547,0.000904,160007570,163
01/09/2017,6543906418,3217432567,283496,77758647232,4701.76,2599079936,2175,382.7420064,782822,8.88E+11,443798,470.176,0.0008814,169107048,174
02/09/2017,5610016659,2705044936,236647,81070834691,4901.42,2722139904,2050,290.4992599,694986,8.88E+11,406978,341.5441794,0.00079125,132676167,164
03/09/2017,5010712910,2270424684,195135,75850393786,4585.27,1933190016,1925,239.1352699,586966,8.88E+11,327498,328.8555644,0.00068026,117928066,154
04/09/2017,8545309304,3592952276,269105,75965648581,4591.63,2987330048,2187.5,325.4016802,752544,8.88E+11,423675,494.8020382,0.0007425,162340636,175
05/09/2017,25112357218,3347974656,277751,69964825419,4228.29,2697969920,2462.5,281.9048031,784428,8.88E+11,459097,417.4173808,0.0006544,150422428,197
06/09/2017,8919302510,3305777262,276063,72427531422,4376.59,2172100096,2025,272.599878,776418,9.03E+11,444366,402.5639126,0.00060523,146470000,162
07/09/2017,8659631981,3410032860,256198,75955085597,4589.14,1844620032,2200,257.3357948,768389,9.23E+11,384938,431.7799755,0.00054466,142567272,176
08/09/2017,8472648110,3671750932,279313,76230364771,4605.16,2700890112,2187.5,217.7657246,825480,9.23E+11,468568,368.1208329,0.00040981,159807850,175
09/09/2017,6635864057,2439962018,217721,70025929996,4229.81,1386230016,2112.5,144.8504163,627154,9.23E+11,338652,305.7483474,0.0004068,123663360,169
10/09/2017,5750112287,2579274758,193102,70025499581,4229.34,1679090048,1725,143.23842,558828,9.23E+11,305692,362.7703274,0.000396,108219994,138
11/09/2017,8802227084,3092582335,253318,68264854693,4122.47,1557330048,2175,159.7338304,734974,9.23E+11,404492,307.529295,0.0004078,144307293,174
12/09/2017,8348960668,3623901507,256042,69043323008,4168.88,1864530048,2350,148.9079562,710521,9.23E+11,415622,329.9308329,0.00033911,133712970,188
13/09/2017,9572197287,3196191233,263130,68442013420,4131.98,2219409920,2375,133.7314867,718715,9.23E+11,399171,357.7514562,0.000275,135618274,190
14/09/2017,9855261811,3161610889,267894,64200057609,3875.37,2716310016,2175,153.7350359,773640,9.23E+11,408871,440.7139358,0.00027732,139609001,174
15/09/2017,9379883364,3157492018,291899,52460524920,3166.3,4148069888,2250,174.8166479,833211,9.23E+11,494266,397.5562585,0.00031706,151951902,180
16/09/2017,7138624475,2136499599,228088,60279289085,3637.75,1818400000,2112.5,119.9178055,647176,9.23E+11,368159,296.2858978,0.00028375,118480362,169
17/09/2017,5034999230,1712635741,197507,59765796556,3606.28,1239149952,2200,99.41066001,588671,9.23E+11,327339,260.3592794,0.00027346,102337649,176
18/09/2017,6932868302,2402711612,218077,59519892764,3591.09,1943209984,1587.5,168.3081004,673775,1.05E+12,359682,420.7963849,0.00037159,115823036,127
19/09/2017,6686534393,3071624891,282761,67528059643,4073.79,1563980032,1950,173.7034153,786890,1.10E+12,424354,319.5194489,0.0003505,149255747,156
20/09/2017,6333634653,2657128568,235606,64924386077,3916.36,1213830016,1462.5,146.4070095,620733,1.10E+12,344269,352.4724,0.00036612,110944710,117
21/09/2017,6533128092,2225180749,255081,64686079990,3901.47,1411480064,2200,136.3488442,694714,1.10E+12,390236,325.4712394,0.00034162,135061445,176
22/09/2017,5720887456,2233051300,227476,60158601369,3628.02,1194829952,1737.5,117.1641681,649021,1.10E+12,385834,298.7761542,0.00033291,111479077,139
23/09/2017,4014142522,1664228050,203695,60197547863,3629.92,928113984,2075,99.69585805,568729,1.10E+12,311788,219.506671,0.00029054,104659623,166
24/09/2017,3647802335,1473423926,185132,62961281186,3796.15,768014976,1812.5,83.67519444,532701,1.10E+12,276565,224.9335796,0.00027653,95233321,145
25/09/2017,6352360019,2622885644,226478,61066827658,3681.58,1374210048,1562.5,147.3704968,658174,1.10E+12,401094,312.1735383,0.00034578,114551696,125
26/09/2017,6767415215,2633194773,263510,65167556738,3928.41,1043740032,1725,150.0856113,728985,1.10E+12,404107,291.1148623,0.00034126,132787893,138
27/09/2017,6953996512,2454275483,257814,64586502334,3892.94,1686880000,1837.5,143.4986526,691464,1.10E+12,405429,319.2749972,0.00033746,124800690,147
28/09/2017,8005723669,2881056817,275799,69642503815,4197.13,1712320000,2212.5,134.4516022,758808,1.10E+12,416836,313.6116102,0.00030778,149377728,177
29/09/2017,6921384214,2438354907,254269,69228033900,4171.62,1367049984,2112.5,115.3321625,743932,1.10E+12,429164,290.9757095,0.00027679,140745568,169
30/09/2017,6117273737,2064388718,212540,69143831983,4166.11,1207449984,1725,101.4414579,628485,1.10E+12,352459,305.5160943,0.00025076,108497449,138
01/10/2017,5393408389,1954883100,203523,72054319360,4341.05,1208210048,1625,119.0534979,624785,1.10E+12,296932,259.5242913,0.0002616,118670148,130
02/10/2017,7085722429,2757369646,294852,72971377912,4395.81,1431730048,1875,180.47324,815069,1.12E+12,463964,271.4472898,0.00033222,150225359,150
03/10/2017,5502221558,2384578475,281949,73191567362,4408.46,1288019968,2287.5,152.5344188,785914,1.12E+12,440833,258.6080666,0.00030468,160282789,183
04/10/2017,4721678649,2266245593,232692,71719575370,4319.37,1116770048,1675,136.732834,639802,1.12E+12,366423,334.0713062,0.0003277,112221565,134
05/10/2017,5756696356,2403649349,273118,70240118316,4229.88,1161769984,1562.5,160.3442403,727434,1.12E+12,401676,261.5435475,0.000339,127254278,125
06/10/2017,4941275865,2160195233,283540,71819494347,4324.46,1069939968,1987.5,149.0212022,819066,1.12E+12,457187,224.0115687,0.000327,146349291,159
07/10/2017,3833663482,1937705208,231068,72573592695,4369.35,906928000,1975,108.2155643,670951,1.12E+12,376557,202.1297576,0.00030736,132168275,158
08/10/2017,4765572899,1797445619,238203,73585678040,4429.67,1313869952,2275,111.7964751,689838,1.12E+12,370758,188.8251378,0.00027645,139124422,182
09/10/2017,10500282356,2720602902,296785,76665459928,4614.52,1968739968,2012.5,149.3409866,800806,1.12E+12,429684,275.4819526,0.0002825,148367331,161
10/10/2017,7720480608,3023817779,302941,79361562675,4776.21,1597139968,2000,167.2582099,826210,1.12E+12,462138,266.4760278,0.00031009,154283614,160
11/10/2017,7500621260,2427410057,292320,79586559188,4789.25,1222279936,1737.5,148.1728918,780257,1.12E+12,453823,238.983575,0.00031809,141237215,139
12/10/2017,8328690405,2901748026,293011,80265866463,4829.58,2791610112,1912.5,174.4145147,783622,1.12E+12,426771,356.5716585,0.00031796,149564077,153
13/10/2017,8710528466,3655007007,309683,90821715817,5464.16,3615480064,1700,281.5345822,819164,1.12E+12,501228,389.5115528,0.0005404,139467331,136
14/10/2017,7436979779,2685783727,292999,93813031266,5643.53,1669030016,1762.5,227.5956389,796789,1.12E+12,448376,227.2786104,0.0004959,144274223,141
15/10/2017,6631326174,2526466398,283278,97026044779,5835.96,1976039936,2437.5,162.7073282,826707,1.18E+12,426984,193.1025789,0.00035482,174284733,195
16/10/2017,9828202678,3000309051,314551,94571207689,5687.57,2008070016,2175,193.4194609,850054,1.20E+12,484439,240.0589639,0.00039517,159690873,174
17/10/2017,14637440376,3247423513,334274,95481108904,5741.58,1821570048,2050,209.1372614,873937,1.20E+12,500846,249.6705393,0.00040651,161798009,164
18/10/2017,10358498063,3181093541,329428,93200912999,5603.82,2399269888,1887.5,192.2026716,818815,1.20E+12,497948,236.9664388,0.00039843,153645745,151
19/10/2017,9336231341,2910853409,356807,92879233193,5583.74,1780540032,2225,191.5123957,910174,1.20E+12,525157,194.872526,0.00035123,176939355,178
20/10/2017,9450194220,3023451350,312230,94960688771,5708.11,2354429952,2237.5,161.9724456,850258,1.20E+12,500763,221.4220963,0.00033798,177749261,179
21/10/2017,8132101209,2838321745,312104,99774514062,5996.79,2207099904,1912.5,167.7673012,805473,1.20E+12,447156,203.6155474,0.00030272,159132049,153
22/10/2017,7672719185,2538069548,288949,1.00E+11,6036.66,2034630016,2275,155.3319302,981728,1.20E+12,433885,195.9762431,0.00030396,182962093,182
23/10/2017,14296685309,4891179756,315925,99954554700,6006,2401840128,2137.5,185.6443395,877356,1.20E+12,477707,394.636242,0.00031,166241284,171
24/10/2017,12064521030,4487492445,347053,98793833867,5935.52,2735699968,2087.5,199.7905691,957976,1.20E+12,529691,386.5210624,0.000327,173848944,167
25/10/2017,9021986468,3768237719,315230,91967115691,5524.6,1966989952,2312.5,141.9753754,919336,1.20E+12,464949,235.4012171,0.00028815,179389978,185
26/10/2017,8733216874,3554087463,265647,95698263320,5747.95,1905040000,2250,112.6505176,730711,1.23E+12,416138,276.7087846,0.0002634,131824168,180
27/10/2017,9780217060,2764122097,246588,98233030896,5899.74,1710130048,1300,166.66746,673653,1.45E+12,418157,357.7977559,0.0004068,107322640,104
28/10/2017,6965317471,2313344473,206981,96375664793,5787.82,1403920000,1062.5,175.0382808,555051,1.45E+12,327091,377.2271878,0.00054567,85663587,85
29/10/2017,8492465811,3089957886,333871,95830916288,5754.44,2859040000,1925,278.857125,911592,1.45E+12,516737,216.9159176,0.00058082,156773294,154
30/10/2017,10040929640,3503883483,315930,1.02E+11,6114.85,1772150016,1837.5,263.5909742,889430,1.45E+12,496273,302.4298412,0.000565,151190843,147
31/10/2017,10261139374,3633263005,277397,1.02E+11,6132.02,2311379968,1725,231.8949993,829238,1.45E+12,461286,421.8393773,0.00054282,143105610,138
01/11/2017,12050590911,4066636238,351373,1.07E+11,6440.97,2870320128,1950,296.9376042,960573,1.45E+12,554430,377.6463734,0.00054397,162830743,156
02/11/2017,13198172317,4850397067,341324,1.13E+11,6777.77,4653770240,1875,277.5907948,916843,1.45E+12,510736,471.9345662,0.0005424,155609349,150
03/11/2017,11133920200,4237543493,277479,1.18E+11,7087.53,3369860096,1487.5,271.7738527,818583,1.45E+12,516545,503.0062566,0.00058458,124546111,119
04/11/2017,8075799853,3694338129,293991,1.19E+11,7164.48,2483800064,1625,273.249729,800319,1.45E+12,418542,331.8578539,0.00064184,133672241,130
05/11/2017,7906084143,3368328823,251587,1.23E+11,7404.52,2380410112,1762.5,197.6563993,803250,1.45E+12,425979,346.277635,0.00054918,147016070,141
06/11/2017,10365132174,4420377290,270896,1.23E+11,7403.22,3111899904,1662.5,240.3378973,825192,1.45E+12,453874,446.917585,0.0006322,138925599,133
07/11/2017,13186823103,4191456328,335480,1.17E+11,7023.1,2326340096,1950,294.127314,939818,1.45E+12,554073,341.8321157,0.00059961,160115293,156
08/11/2017,13615015832,4930486004,301202,1.19E+11,7141.38,4602200064,1800,262.1693912,860914,1.45E+12,481445,484.8062928,0.00063388,147863665,144
09/11/2017,14514360424,5511365323,341128,1.24E+11,7446.83,3226249984,1912.5,361.32994,945888,1.45E+12,531408,469.15029,0.000678,156793486,153
10/11/2017,14919581333,5609306790,271625,1.20E+11,7173.73,5208249856,1500,319.9729572,795418,1.42E+12,463010,630.7555905,0.00073,126001568,120
11/11/2017,9589797520,3901468056,194554,1.10E+11,6618.61,4908680192,1000,317.0579268,578308,1.36E+12,344731,782.4589576,0.00093401,84660106,80
12/11/2017,11582517510,4792655169,185886,1.05E+11,6295.45,8957349888,1000,583.6104671,598625,1.36E+12,355141,1084.042432,0.00212424,84249119,80
13/11/2017,24717087646,4826253363,309159,99039469606,5938.25,6263249920,1750,783.3862644,917287,1.36E+12,529275,539.5065208,0.001701,145850292,140
14/11/2017,23482168188,7114676378,271867,1.09E+11,6561.48,3197110016,1600,615.0868792,817534,1.36E+12,476312,514.0931391,0.00157296,131508667,128
15/11/2017,19653332646,7087013050,321636,1.11E+11,6634.76,4200880128,1900,603.509962,951196,1.36E+12,547969,434.221555,0.00107,158978416,152
16/11/2017,25779850795,7498974031,310244,1.22E+11,7323.24,5123809792,1900,502.6402592,903497,1.36E+12,516488,494.5724503,0.001,155463981,152
17/11/2017,27276055666,6259702110,306450,1.31E+11,7853.57,4651670016,2087.5,401.1664327,980129,1.36E+12,534530,332.1518214,0.00055615,172766272,167
18/11/2017,19518236322,5158188329,270738,1.28E+11,7697.21,3667190016,1700,289.9883924,849503,1.36E+12,468080,304.1188453,0.00041285,142498033,136
19/11/2017,21435790610,4033686237,264695,1.30E+11,7766.03,3149319936,2000,247.4435441,908966,1.36E+12,465574,339.5555276,0.00039252,166877892,160
20/11/2017,23942095652,5085932005,336029,1.34E+11,8039.07,3488450048,2187.5,329.0181743,989857,1.36E+12,574204,402.7601403,0.0003886,178269444,175
21/11/2017,24510232855,5930996968,370918,1.37E+11,8205.74,4277609984,2162.5,310.2965518,979924,1.36E+12,590709,302.7671888,0.00036723,182669689,173
22/11/2017,20348301782,5466786474,311885,1.35E+11,8077.95,3633530112,1850,256.4031823,870876,1.36E+12,515406,439.3640626,0.00037208,157696884,148
23/11/2017,22127414859,4983497676,352050,1.37E+11,8232.38,4225179904,1962.5,265.9195691,956721,1.36E+12,565864,410.691787,0.00037367,165932399,157
24/11/2017,18132626557,5614372739,305586,1.35E+11,8074.02,5058610176,1862.5,233.5364872,907143,1.36E+12,544620,355.25688,0.0003616,156243184,149
25/11/2017,18063710661,4509299082,336533,1.38E+11,8241.71,4342060032,1950,195.6397653,931680,1.35E+12,521448,307.7091055,0.00033554,163466176,156
26/11/2017,14579400038,5411561176,329524,1.47E+11,8789.04,5475579904,1912.5,191.2220773,936230,1.35E+12,537151,362.6324506,0.00030931,159460176,153
27/11/2017,18273427258,7043449883,379086,1.56E+11,9352.72,5653320192,2125,236.5030831,1057287,1.35E+12,625210,464.6408849,0.00034512,178057430,170
28/11/2017,23584545236,7974343282,365821,1.64E+11,9823.43,6348819968,1950,245.2309135,1025731,1.35E+12,605525,661.5713691,0.00036256,165797696,156
29/11/2017,28458302001,9679743168,397917,1.68E+11,10077.4,11568799744,2162.499999,290.9021286,1131747,1.35E+12,669272,846.0304816,0.00038865,184142758,173
30/11/2017,22924917044,7692426622,384219,1.66E+11,9906.79,8310689792,2087.5,270.6311441,1084885,1.35E+12,644407,595.5364769,0.0003842,178406503,167
01/12/2017,19570122510,6611009303,412725,1.70E+11,10198.6,6783119872,2287.5,247.0519056,1116245,1.35E+12,659212,356.951,0.00036635,195459494,183
02/12/2017,18449211954,5176061560,326193,1.84E+11,10978.3,5138500096,2012.5,190.2958534,942700,1.35E+12,506753,399.580259,0.00035498,166844046,161
03/12/2017,18202697113,5094689065,352868,1.85E+11,11082.7,6608309760,2200,187.4511427,1016509,1.35E+12,554015,440.1038806,0.00033662,184338007,176
04/12/2017,24984064000,6528974004,400505,1.89E+11,11315.4,6132409856,2262.5,226.1199096,1145180,1.35E+12,658211,554.4546,0.00033762,193362372,181
05/12/2017,27862582838,7747929531,405531,1.95E+11,11685.7,6895260160,2225,219.679754,1145916,1.35E+12,678119,590.9414084,0.00030608,188441219,178
06/12/2017,33519822353,8604451247,443399,1.99E+11,11923.4,12656300032,2350,257.1699543,1230813,1.41E+12,727780,956.6205822,0.00031063,199100690,188
07/12/2017,41078503263,13482518241,374765,2.39E+11,14266.1,17950699520,1900,364.605605,1068971,1.59E+12,633371,1701.030132,0.00065633,158878942,152
08/12/2017,34519751834,16248088756,384936,2.98E+11,17802.9,21135998976,1950,641.4296648,1125005,1.59E+12,667114,1627.54272,0.001026,164011051,156
09/12/2017,39313620236,15958576850,403225,2.76E+11,16523.3,13911300096,2175,567.0884245,1187736,1.59E+12,632247,959.1836786,0.0009395,182920334,174
10/12/2017,25646823085,11776242364,341256,2.54E+11,15168.4,13433299968,2050,458.1002969,1077265,1.59E+12,533121,708.7852031,0.00085309,173259264,164
11/12/2017,34997845471,14076118993,368427,2.58E+11,15427.4,12153900032,2137.5,483.6386507,1153418,1.59E+12,663293,689.7041325,0.0008555,181336603,171
12/12/2017,45542037889,15220047163,372821,2.83E+11,16919.8,14603799552,1950,537.9440791,1096932,1.59E+12,662530,1214.911688,0.00087645,165564852,156
13/12/2017,48353069371,13569096785,424393,2.93E+11,17500,12976900096,2325,604.2979452,1261348,1.59E+12,709918,1281.58625,0.0008588,196614029,186
14/12/2017,37521936560,11336751026,490459,2.74E+11,16384.6,13777399808,2312.5,644.6079443,1283929,1.59E+12,764683,3131.431306,0.00085846,192739902,185
15/12/2017,35932354892,11988669679,405507,2.78E+11,16601.3,14309999616,2112.499999,592.7039343,1179829,1.59E+12,698713,1659.324339,0.00093595,178791652,169
16/12/2017,34015547808,10343890878,364051,2.97E+11,17760.3,12740599808,2137.5,534.0113834,1136363,1.59E+12,601778,1276.746053,0.000896,180675813,171
17/12/2017,37469204186,12146533758,391725,3.26E+11,19475.8,13314599936,2312.5,535.4386753,1176110,1.59E+12,643748,1349.341851,0.00088816,192598768,185
18/12/2017,46053266584,12822950807,394057,3.20E+11,19106.4,14839499776,2275,587.1254837,1197857,1.72E+12,681423,1942.456168,0.00087977,189650380,182
19/12/2017,27921654891,11121916462,378482,3.20E+11,19118.3,16894499840,1750,662.5955054,1048091,1.87E+12,643653,3738.610139,0.0010848,148422316,140
20/12/2017,28925969429,13149451482,370141,2.98E+11,17760.3,22149699584,1700,911.5917428,1025885,1.87E+12,615360,3338.834989,0.0016048,145900819,136
21/12/2017,21021432317,9367307531,335350,2.79E+11,16642.4,16516599808,1650,1128.76167,1002360,1.87E+12,632916,3423.84245,0.00204211,137107356,132
22/12/2017,21320968720,10196701402,380493,2.66E+11,15898,22197999616,1937.5,1495.946477,1112381,1.87E+12,670389,3010.18662,0.00226,164659455,155
23/12/2017,17876947895,6297545813,308072,2.34E+11,13948.7,13086000128,1737.5,1065.615595,980574,1.87E+12,570467,1617.789754,0.00226,147345277,139
24/12/2017,16206983431,6364924150,279371,2.45E+11,14608.2,11572299776,1900,881.1213628,1023773,1.87E+12,503880,1059.193836,0.0019549,161749715,152
25/12/2017,19532753166,7061128900,228791,2.35E+11,13995.9,10664699904,1687.5,689.394412,879901,1.87E+12,457825,1118.158203,0.0018,141850704,135
26/12/2017,24633024693,7381311597,247298,2.35E+11,14036.6,13454300160,1775,725.6238182,912401,1.87E+12,467480,1466.749464,0.0015325,149144463,142
27/12/2017,27522917857,9608974937,307486,2.71E+11,16163.5,12487600128,1950,784.8171235,1032417,1.87E+12,568578,2495.470642,0.0014632,166544787,156
28/12/2017,22350204742,9544955744,304904,2.66E+11,15864.1,12336499712,1862.5,785.8338917,1003665,1.87E+12,566517,2514.907059,0.00146853,161397253,149
29/12/2017,21928912582,9243769202,353659,2.46E+11,14695.8,13025500160,2062.5,785.7950496,1094029,1.87E+12,644851,2671.161513,0.00126628,172879363,165
30/12/2017,20847802427,10577191298,344260,2.46E+11,14681.9,14452599808,1825,778.5711097,1009195,1.87E+12,601269,3391.183419,0.00120766,152421656,147
31/12/2017,13686043242,7351729797,290259,2.16E+11,12897.7,12136299520,2037.5,545.1445262,1007352,1.87E+12,515996,1256.135765,0.00114096,169040286,163
01/01/2018,14286973592,6731304774,241601,2.37E+11,14112.2,10291200000,1950,469.4130365,966713,1.92E+12,455903,1331.951914,0.0010815,162767670,156
02/01/2018,21070141546,7712513940,340809,2.29E+11,13625,16846600192,2137.5,649.1649763,1142472,1.93E+12,648248,2318.85837,0.00090307,178073859,171
03/01/2018,20793365454,8217780707,395806,2.51E+11,14978.2,16871900160,1962.5,749.6854726,1132612,1.93E+12,694576,3178.702961,0.00103344,167285574,157
04/01/2018,22292265232,10702582283,424840,2.56E+11,15270.7,21783199744,2100,778.2610948,1253400,1.93E+12,808680,3301.03851,0.00104274,179059894,168
05/01/2018,25900974434,11691227839,342564,2.60E+11,15477.2,23840899072,1787.499999,701.3560209,1068678,1.93E+12,691280,2897.089312,0.0010892,152671919,143
06/01/2018,32777363199,10880865099,358679,2.93E+11,17462.1,18314600448,2100,694.4779056,1171166,1.93E+12,698765,1938.449735,0.00104361,177174339,168
07/01/2018,38152383783,12613786661,368025,2.94E+11,17527.3,15866000384,2025,686.1140025,1127779,1.93E+12,683244,4176.310572,0.00114465,169733607,162
08/01/2018,28755019698,11528195374,345506,2.77E+11,16476.2,18413899776,2075,694.5264055,1158259,1.93E+12,701298,2531.385903,0.00114271,174407624,166
09/01/2018,23699755586,10625708874,360101,2.54E+11,15123.7,16659999744,2050,752.4182028,1150333,1.93E+12,712901,2698.79674,0.00119852,172954293,164
